"visit_date","utm_source","utm_medium","utm_campaign","visitors_count","total_cost","leads_count","purchases_count","revenue"
2023-06-21,tg,social,hostel,1,0,0,0,0
2023-06-21,twitter,social,hexlet-blog,1,0,0,0,0
2023-06-21,twitter,social,promo,1,0,0,0,0
2023-06-21,vk,cpc,freemium,1,0,0,0,0
2023-06-21,vk,cpc,prof-php,1,0,0,0,0
2023-06-21,vk,cpp,base-frontend,1,0,0,0,0
2023-06-21,vk,social,base-java,1,0,0,0,0
2023-06-21,vk,social,course_completed,1,0,0,0,0
2023-06-21,vk,social,dod-professions,1,0,0,0,0
2023-06-21,vk,social,prof-data-analyst,1,0,0,0,0
2023-06-21,vk,social,prof-python,1,0,0,0,0
2023-06-21,vk-group,cpc,dod-qa,1,0,0,0,0
2023-06-21,vk.com,social,skolko-stoit-obuchenie-na-hekslete-dlya,1,0,0,0,0
2023-06-21,yandex-direct,cpc,"71522986",1,0,0,0,0
2023-06-21,zen,social,all-courses,1,0,0,0,0
2023-06-21,zen,social,hexlet,1,0,0,0,0
2023-06-21,zen,social,hexlet-blog,1,0,0,0,0
2023-06-21,zen_from_telegram,social,,1,0,0,0,0
2023-06-22,google,organic,,3601,0,0,0,0
2023-06-22,organic,organic,,1196,0,0,0,0
2023-06-22,yandex,cpc,freemium,251,14680,0,0,0
2023-06-22,yandex,cpc,prof-frontend,175,69976,0,0,0
2023-06-22,yandex,cpc,prof-python,163,50579,0,0,0
2023-06-22,yandex,cpc,prof-java,129,35881,0,0,0
2023-06-22,admitad,cpa,admitad,99,0,0,0,0
2023-06-22,yandex,cpc,base-java,66,8185,0,0,0
2023-06-22,yandex,cpc,base-python,65,3986,0,0,0
2023-06-22,yandex,cpc,base-frontend,51,0,0,0,0
2023-06-22,bing.com,organic,,48,0,0,0,0
2023-06-22,yandex,cpc,prof-professions-brand,41,4161,0,0,0
2023-06-22,yandex,cpc,prof-data-analytics,29,1462,0,0,0
2023-06-22,vk-senler,cpc,freemium,22,0,0,0,0
2023-06-22,yandex,cpc,dod-frontend,20,0,0,0,0
2023-06-22,vk,cpc,prof-python,19,5525,0,0,0
2023-06-22,yandex,cpc,prof-professions-retarget,19,1073,0,0,0
2023-06-22,vk,cpc,prof-java,13,4223,0,0,0
2023-06-22,yandex,cpc,dod-professions,12,0,0,0,0
2023-06-22,vk,cpc,freemium-frontend,11,2623,0,0,0
2023-06-22,vk,cpc,prof-data-analytics,11,5964,0,0,0
2023-06-22,yandex,cpc,dod-php,11,0,0,0,0
2023-06-22,telegram,cpp,prof-java,10,0,0,0,0
2023-06-22,yandex,cpc,dod-python-java,10,4988,0,0,0
2023-06-22,vk,cpp,dod-python-java,9,0,0,0,0
2023-06-22,telegram,cpp,prof-python,7,0,0,0,0
2023-06-22,vk,cpc,prof-frontend,7,3684,0,0,0
2023-06-22,yandex,cpc,base-professions-retarget,7,0,0,0,0
2023-06-22,yandex,cpc,dod-java,7,0,0,0,0
2023-06-22,vk,cpc,freemium-python,6,1872,0,0,0
2023-06-22,baidu.com,organic,,5,0,0,0,0
2023-06-22,vk,social,all-courses,5,0,0,0,0
2023-06-22,yandex.com,organic,,5,0,0,0,0
2023-06-22,telegram,social,dod-professions,4,0,0,0,0
2023-06-22,vk,cpc,freemium-java,4,2144,0,0,0
2023-06-22,yandex,cpc,dod-qa,4,0,0,0,0
2023-06-22,dzen,social,dzen-post,3,0,0,0,0
2023-06-22,tg,social,hostel,2,0,0,0,0
2023-06-22,vk,social,base-python,2,0,0,0,0
2023-06-22,zen,social,all-courses,2,0,0,0,0
2023-06-22,facebook,cpc,freemium,1,0,0,0,0
2023-06-22,facebook,social,hexlet-blog,1,0,0,0,0
2023-06-22,instagram,social,all-courses,1,0,0,0,0
2023-06-22,instagram,social,hexlet-blog,1,0,0,0,0
2023-06-22,mytarget,cpc,retarget,1,0,0,0,0
2023-06-22,podcast,social,all-courses,1,0,0,0,0
2023-06-22,telegram,cpm,base_java,1,0,0,0,0
2023-06-22,telegram,cpp,base-frontend,1,0,0,0,0
2023-06-22,telegram,cpp,base-java,1,0,0,0,0
2023-06-22,telegram,cpp,base-python,1,0,0,0,0
2023-06-22,telegram,social,hexlet-blog,1,0,0,0,0
2023-06-22,telegram,social,promo,1,0,0,0,0
2023-06-22,timepad,cpp,base-frontend,1,0,0,0,0
2023-06-22,twitter,social,grokaem_algoritmy,1,0,0,0,0
2023-06-22,twitter,social,hexlet-blog,1,0,0,0,0
2023-06-22,vk,cpc,python,1,0,0,0,0
2023-06-22,vk,cpp,base-frontend,1,0,0,0,0
2023-06-22,vk,social,"8-statey--kotorye-budut-polezny-novichku",1,0,0,0,0
2023-06-22,vk,social,base-html,1,0,0,0,0
2023-06-22,vk,social,course_completed,1,0,0,0,0
2023-06-22,vk,social,dod-professions,1,0,0,0,0
2023-06-22,vk,social,dod-python-java,1,0,0,0,0
2023-06-22,vk,social,planiruy-uchebu--fokusiruysya-na-protsesse,1,0,0,0,0
2023-06-22,vk,social,prof-python,1,0,0,0,0
2023-06-22,vk,social,promo,1,0,0,0,0
2023-06-22,vk-group,cpc,dod-qa,1,0,0,0,0
2023-06-22,vk-senler,cpc,dod-python-java,1,0,0,0,0
2023-06-22,yandex-direct,cpc,"18177858",1,0,0,0,0
2023-06-22,zen,social,hexlet,1,0,0,0,0
2023-06-22,zen_from_telegram,social,,1,0,0,0,0
2023-06-23,google,organic,,5180,0,0,0,0
2023-06-23,organic,organic,,1669,0,0,0,0
2023-06-23,yandex,cpc,freemium,255,18235,0,0,0
2023-06-23,yandex,cpc,prof-python,207,41643,0,0,0
2023-06-23,yandex,cpc,prof-frontend,182,56368,0,0,0
2023-06-23,yandex,cpc,prof-java,134,34444,0,0,0
2023-06-23,yandex,cpc,base-java,71,10843,0,0,0
2023-06-23,yandex,cpc,base-python,66,8276,0,0,0
2023-06-23,admitad,cpa,admitad,61,0,1,0,0
2023-06-23,yandex,cpc,base-frontend,58,0,0,0,0
2023-06-23,telegram,social,hexlet-blog,52,0,0,0,0
2023-06-23,yandex,cpc,prof-professions-brand,49,4029,0,0,0
2023-06-23,yandex,cpc,prof-data-analytics,43,8165,0,0,0
2023-06-23,bing.com,organic,,39,0,0,0,0
2023-06-23,yandex,cpc,prof-professions-retarget,34,1274,0,0,0
2023-06-23,yandex,cpc,dod-frontend,22,0,0,0,0
2023-06-23,telegram,cpp,prof-java,19,0,1,0,0
2023-06-23,vk-senler,cpc,freemium,19,0,0,0,0
2023-06-23,yandex,cpc,dod-professions,18,0,0,0,0
2023-06-23,vk,cpc,prof-python,17,4149,0,0,0
2023-06-23,vk,cpc,prof-data-analytics,16,4952,0,0,0
2023-06-23,vk,cpc,prof-frontend,12,3807,0,0,0
2023-06-23,vk,cpc,freemium-frontend,11,2539,0,0,0
2023-06-23,yandex,cpc,dod-python-java,9,676,0,0,0
2023-06-23,telegram,cpp,prof-python,8,0,0,0,0
2023-06-23,yandex,cpc,base-professions-retarget,8,0,0,0,0
2023-06-23,yandex,cpc,dod-php,8,0,0,0,0
2023-06-23,vk,cpc,freemium-java,7,2539,0,0,0
2023-06-23,vk,cpc,prof-java,7,6346,0,0,0
2023-06-23,yandex,cpc,dod-java,7,0,0,0,0
2023-06-23,telegram,cpp,base-frontend,6,0,0,0,0
2023-06-23,vk,cpc,base-python,5,2284,0,0,0
2023-06-23,vk,cpc,freemium-python,5,2034,0,0,0
2023-06-23,vk,social,all-courses,5,0,0,0,0
2023-06-23,yandex,cpc,dod-qa,5,0,0,0,0
2023-06-23,timepad,cpp,base-frontend,4,0,0,0,0
2023-06-23,yandex.com,organic,,3,0,0,0,0
2023-06-23,telegram,cpp,prof-frontend,2,0,0,0,0
2023-06-23,telegram,social,dod-professions,2,0,0,0,0
2023-06-23,vk,cpp,dod-python-java,2,0,0,0,0
2023-06-23,vk,social,hexlet-blog,2,0,0,0,0
2023-06-23,vk,social,prof-python,2,0,0,0,0
2023-06-23,zen,social,hexlet,2,0,0,0,0
2023-06-23,facebook,cpc,freemium,1,0,0,0,0
2023-06-23,facebook,cpm,freemium-en,1,0,0,0,0
2023-06-23,instagram,social,prof-frontend,1,0,0,0,0
2023-06-23,instagram,social,prof-qa-auto,1,0,0,0,0
2023-06-23,search.ukr.net,organic,,1,0,0,0,0
2023-06-23,telegram,cpm,base_python,1,0,0,0,0
2023-06-23,telegram,cpm,java,1,0,0,0,0
2023-06-23,telegram,cpp,base-python,1,0,0,0,0
2023-06-23,telegram,cpp,dod-php,1,0,0,0,0
2023-06-23,telegram,social,base,1,0,0,0,0
2023-06-23,telegram,social,promo,1,0,0,0,0
2023-06-23,twitter,social,how-to-sleep,1,0,0,0,0
2023-06-23,twitter,social,promo,1,0,0,0,0
2023-06-23,vk,social,"8-statey--kotorye-budut-polezny-novichku",1,0,0,0,0
2023-06-23,vk,social,base-python,1,0,0,0,0
2023-06-23,vk,social,course_completed,1,0,0,0,0
2023-06-23,vk,social,open_lectures23,1,0,0,0,0
2023-06-23,vk,social,prof-data-analyst,1,0,0,0,0
2023-06-23,vk-senler,cpc,dod-python-java,1,0,0,0,0
2023-06-24,google,organic,,2746,0,0,0,0
2023-06-24,organic,organic,,1225,0,0,0,0
2023-06-24,yandex,cpc,freemium,263,14330,0,0,0
2023-06-24,yandex,cpc,prof-frontend,172,52548,0,0,0
2023-06-24,yandex,cpc,prof-python,164,34954,0,0,0
2023-06-24,yandex,cpc,prof-java,129,29381,0,0,0
2023-06-24,admitad,cpa,admitad,60,0,2,0,0
2023-06-24,yandex,cpc,base-java,58,8258,0,0,0
2023-06-24,yandex,cpc,base-frontend,41,0,0,0,0
2023-06-24,yandex,cpc,base-python,40,12132,0,0,0
2023-06-24,telegram,social,hexlet-blog,38,0,0,0,0
2023-06-24,yandex,cpc,prof-professions-brand,35,3093,0,0,0
2023-06-24,bing.com,organic,,32,0,0,0,0
2023-06-24,yandex,cpc,prof-data-analytics,29,5165,0,0,0
2023-06-24,yandex,cpc,prof-professions-retarget,27,1017,0,0,0
2023-06-24,yandex,cpc,dod-frontend,24,0,0,0,0
2023-06-24,yandex,cpc,dod-professions,23,0,0,0,0
2023-06-24,vk,cpc,prof-python,18,5738,0,0,0
2023-06-24,vk,cpc,prof-data-analytics,14,4322,0,0,0
2023-06-24,vk,cpc,prof-java,13,6347,0,0,0
2023-06-24,telegram,cpp,base-frontend,11,0,0,0,0
2023-06-24,telegram,cpp,prof-java,11,0,0,0,0
2023-06-24,yandex,cpc,dod-python-java,10,0,0,0,0
2023-06-24,vk,cpc,prof-frontend,9,5076,0,0,0
2023-06-24,yandex,cpc,dod-java,9,0,0,0,0
2023-06-24,yandex,cpc,dod-php,8,0,0,0,0
2023-06-24,vk,cpc,base-python,7,2284,0,0,0
2023-06-24,vk,cpc,freemium-python,7,2273,0,0,0
2023-06-24,vk,cpc,freemium-frontend,6,2539,0,0,0
2023-06-24,vk-senler,cpc,freemium,6,0,0,0,0
2023-06-24,yandex,cpc,base-professions-retarget,6,0,0,0,0
2023-06-24,yandex,cpc,dod-qa,5,0,0,0,0
2023-06-24,baidu.com,organic,,4,0,0,0,0
2023-06-24,vk,cpc,freemium-java,3,1723,0,0,0
2023-06-24,vk,social,base-python,3,0,0,0,0
2023-06-24,telegram,cpp,prof-frontend,2,0,0,0,0
2023-06-24,telegram,cpp,prof-python,2,0,0,0,0
2023-06-24,vk,cpp,dod-python-java,2,0,0,0,0
2023-06-24,vk,social,all-courses,2,0,0,0,0
2023-06-24,vk,social,prof-python,2,0,0,0,0
2023-06-24,yandex.com,organic,,2,0,0,0,0
2023-06-24,facebook,cpc,python,1,0,0,0,0
2023-06-24,go.mail.ru,organic,,1,0,0,0,0
2023-06-24,telegram,cpm,frontend,1,0,0,0,0
2023-06-24,telegram,cpp,base-java,1,0,0,0,0
2023-06-24,telegram,cpp,base-python,1,0,0,0,0
2023-06-24,telegram,social,promo,1,0,0,0,0
2023-06-24,timepad,cpp,base-frontend,1,0,0,0,0
2023-06-24,twitter,social,promo,1,0,0,0,0
2023-06-24,vk,cpp,base-frontend,1,0,0,0,0
2023-06-24,vk,social,base-java,1,0,0,0,0
2023-06-24,vk,social,hexlet-blog,1,0,1,0,0
2023-06-24,vk,social,matematika-ilnar,1,0,0,0,0
2023-06-24,vk,social,reshenie-zadach--horoshiy-sposob-zakrepit,1,0,0,0,0
2023-06-24,vk-senler,cpc,base-python,1,0,0,0,0
2023-06-24,vk-senler,cpc,dod-frontend,1,0,0,0,0
2023-06-24,vk-senler,cpc,dod-python-java,1,0,0,0,0
2023-06-24,yandex-direct,cpc,"57063851",1,0,0,0,0
2023-06-25,google,organic,,3550,0,0,0,0
2023-06-25,organic,organic,,1516,0,0,0,0
2023-06-25,yandex,cpc,freemium,211,14213,0,0,0
2023-06-25,yandex,cpc,prof-python,157,41468,0,0,0
2023-06-25,yandex,cpc,prof-java,149,37431,0,0,0
2023-06-25,yandex,cpc,prof-frontend,147,57264,0,0,0
2023-06-25,yandex,cpc,base-java,66,11999,0,0,0
2023-06-25,yandex,cpc,base-python,61,8006,0,0,0
2023-06-25,yandex,cpc,prof-professions-brand,46,5162,0,0,0
2023-06-25,yandex,cpc,base-frontend,40,0,0,0,0
2023-06-25,bing.com,organic,,31,0,0,0,0
2023-06-25,yandex,cpc,prof-professions-retarget,29,919,0,0,0
2023-06-25,vk,cpc,prof-python,26,6042,0,0,0
2023-06-25,yandex,cpc,prof-data-analytics,23,4694,0,0,0
2023-06-25,vk,cpc,prof-java,22,9138,0,0,0
2023-06-25,yandex,cpc,dod-frontend,22,0,0,0,0
2023-06-25,telegram,cpp,prof-java,17,0,0,0,0
2023-06-25,vk,cpc,prof-data-analytics,15,3807,0,0,0
2023-06-25,telegram,social,hexlet-blog,14,0,0,0,0
2023-06-25,vk,cpc,freemium-frontend,13,2538,0,0,0
2023-06-25,yandex,cpc,dod-professions,12,0,0,0,0
2023-06-25,vk,cpc,base-python,10,3522,0,0,0
2023-06-25,yandex,cpc,dod-java,9,0,0,0,0
2023-06-25,vk,cpc,freemium-python,8,2085,0,0,0
2023-06-25,yandex,cpc,dod-php,7,0,0,0,0
2023-06-25,yandex,cpc,dod-qa,6,0,0,0,0
2023-06-25,vk,cpc,prof-frontend,5,6091,0,0,0
2023-06-25,yandex,cpc,base-professions-retarget,4,0,0,0,0
2023-06-25,yandex,cpc,dod-python-java,4,0,0,0,0
2023-06-25,vk-senler,cpc,freemium,3,0,0,0,0
2023-06-25,yandex.com,organic,,3,0,0,0,0
2023-06-25,go.mail.ru,organic,,2,0,0,0,0
2023-06-25,telegram,cpp,base-frontend,2,0,0,0,0
2023-06-25,telegram,cpp,base-python,2,0,0,0,0
2023-06-25,telegram,cpp,prof-python,2,0,0,0,0
2023-06-25,telegram,social,course_completed,2,0,0,0,0
2023-06-25,telegram,social,dod-professions,2,0,0,0,0
2023-06-25,timepad,cpp,base-frontend,2,0,0,0,0
2023-06-25,vk,cpc,freemium-java,2,1523,0,0,0
2023-06-25,vk,cpp,base-frontend,2,0,0,0,0
2023-06-25,vk,social,all-courses,2,0,0,0,0
2023-06-25,vk-senler,cpc,dod-frontend,2,0,0,0,0
2023-06-25,baidu.com,organic,,1,0,0,0,0
2023-06-25,instagram,social,base-pyton,1,0,0,0,0
2023-06-25,instagram,social,prof-fullstack,1,0,0,0,0
2023-06-25,instagram,social,prof-php,1,0,0,0,0
2023-06-25,instagram,social,prof-python,1,0,0,0,0
2023-06-25,telegram,cpp,base-java,1,0,0,0,0
2023-06-25,telegram,social,mdtruevyrazitelnyy-javascript--arh,1,0,0,0,0
2023-06-25,telegram,social,studenty-heksleta-inogda-rasstraivayutsya,1,0,0,0,0
2023-06-25,twitter,social,devushki_v_it,1,0,0,0,0
2023-06-25,vk,social,base-python,1,0,0,0,0
2023-06-25,vk,social,dod-python-java,1,0,0,0,0
2023-06-25,vk,social,general,1,0,0,0,0
2023-06-25,vk,social,hexlet-blog,1,0,0,0,0
2023-06-25,vk,social,prof-python,1,0,0,0,0
2023-06-25,vkontakte,social,button-vk,1,0,0,0,0
2023-06-25,zen,social,hexlet,1,0,0,0,0
2023-06-26,google,organic,,5764,0,0,0,0
2023-06-26,organic,organic,,1137,0,0,0,0
2023-06-26,yandex,cpc,freemium,251,16668,0,0,0
2023-06-26,yandex,cpc,prof-python,187,41547,0,0,0
2023-06-26,yandex,cpc,prof-frontend,166,59123,0,0,0
2023-06-26,yandex,cpc,prof-java,121,35429,0,0,0
2023-06-26,admitad,cpa,admitad,99,0,0,0,0
2023-06-26,telegram,social,hexlet-blog,82,0,0,0,0
2023-06-26,telegram,cpp,base-python,60,0,0,0,0
2023-06-26,yandex,cpc,base-python,57,7940,0,0,0
2023-06-26,yandex,cpc,base-java,52,10728,0,0,0
2023-06-26,bing.com,organic,,49,0,0,0,0
2023-06-26,yandex,cpc,base-frontend,43,0,0,0,0
2023-06-26,yandex,cpc,prof-professions-brand,40,4286,0,0,0
2023-06-26,yandex,cpc,prof-data-analytics,36,4699,0,0,0
2023-06-26,vk,cpc,prof-python,24,5803,0,0,0
2023-06-26,vk,cpc,prof-java,19,7992,0,0,0
2023-06-26,yandex,cpc,dod-frontend,19,0,0,0,0
2023-06-26,yandex,cpc,dod-professions,19,0,0,0,0
2023-06-26,vk,cpc,freemium-frontend,18,2538,0,0,0
2023-06-26,yandex,cpc,prof-professions-retarget,18,1431,0,0,0
2023-06-26,vk-senler,cpc,freemium,17,0,0,0,0
2023-06-26,yandex,cpc,dod-python-java,11,0,0,0,0
2023-06-26,telegram,cpp,base-java,10,0,0,0,0
2023-06-26,vk,cpc,freemium-python,8,1967,0,0,0
2023-06-26,yandex,cpc,dod-qa,7,0,0,0,0
2023-06-26,yandex,cpc,dod-java,6,0,0,0,0
2023-06-26,facebook,social,hexlet-blog,5,0,0,0,0
2023-06-26,vk,social,hexlet-blog,5,0,0,0,0
2023-06-26,telegram,cpp,prof-python,4,0,0,0,0
2023-06-26,vk,cpc,prof-data-analytics,4,1401,0,0,0
2023-06-26,vk,cpc,prof-frontend,4,4319,0,0,0
2023-06-26,yandex,cpc,base-professions-retarget,4,0,0,0,0
2023-06-26,baidu.com,organic,,3,0,0,0,0
2023-06-26,telegram,cpp,prof-java,3,0,0,0,0
2023-06-26,telegram,social,dod-professions,3,0,0,0,0
2023-06-26,vk,cpc,base-python,3,1886,0,0,0
2023-06-26,vk,social,prof-python,3,0,0,0,0
2023-06-26,yandex,cpc,dod-php,3,0,0,0,0
2023-06-26,vk,cpp,base-java,2,0,0,0,0
2023-06-26,vk,social,all-courses,2,0,0,0,0
2023-06-26,vk,social,base-java,2,0,0,0,0
2023-06-26,admitad,cpa,"442763",1,0,0,0,0
2023-06-26,admitad,cpc,"183258",1,0,0,0,0
2023-06-26,dzen,social,dzen-post,1,0,0,0,0
2023-06-26,instagram,social,all-courses,1,0,0,0,0
2023-06-26,instagram,social,hexlet-blog,1,0,0,0,0
2023-06-26,instagram,social,prof-python,1,0,0,0,0
2023-06-26,instagram,social,promo,1,0,0,0,0
2023-06-26,podcast,social,interview,1,0,0,0,0
2023-06-26,search.ukr.net,organic,,1,0,0,0,0
2023-06-26,telegram,cpp,base-frontend,1,0,0,0,0
2023-06-26,telegram,cpp,prof-data-analytics,1,0,0,0,0
2023-06-26,telegram,cpp,prof-frontend,1,0,0,0,0
2023-06-26,telegram,social,"20-sovetov-dlya-buduschih-programmistov--ko",1,0,0,0,0
2023-06-26,telegram,social,course_completed,1,0,0,0,0
2023-06-26,telegram,social,uyazvimost-v-java-ugrozhaet-sotnyam-tysyach,1,0,0,0,0
2023-06-26,twitter,social,"9-marta-v-1930-po-moskovskomu-vremeni-p",1,0,0,0,0
2023-06-26,vk,cpc,freemium-java,1,1516,0,0,0
2023-06-26,vk,cpp,base-frontend,1,0,0,0,0
2023-06-26,vk,cpp,dod-python-java,1,0,0,0,0
2023-06-26,vk,social,base-python,1,0,0,0,0
2023-06-26,vk,social,general,1,0,0,0,0
2023-06-26,vk,social,prof-data-analyst,1,0,0,0,0
2023-06-26,vk-senler,cpc,base-frontend,1,0,0,0,0
2023-06-26,yandex.com,organic,,1,0,0,0,0
2023-06-26,zen,social,all-courses,1,0,0,0,0
2023-06-26,zen,social,prof-python,1,0,0,0,0
2023-06-27,google,organic,,5965,0,0,0,0
2023-06-27,organic,organic,,1863,0,0,0,0
2023-06-27,yandex,cpc,freemium,238,13694,0,0,0
2023-06-27,yandex,cpc,prof-python,175,39939,0,0,0
2023-06-27,yandex,cpc,prof-frontend,158,60963,0,0,0
2023-06-27,yandex,cpc,prof-java,128,28235,0,0,0
2023-06-27,admitad,cpa,admitad,75,0,0,0,0
2023-06-27,yandex,cpc,base-java,58,5584,0,0,0
2023-06-27,yandex,cpc,base-python,58,10271,0,0,0
2023-06-27,yandex,cpc,prof-professions-brand,58,5257,0,0,0
2023-06-27,bing.com,organic,,50,0,0,0,0
2023-06-27,yandex,cpc,base-frontend,39,0,0,0,0
2023-06-27,yandex,cpc,prof-data-analytics,38,7092,0,0,0
2023-06-27,telegram,social,hexlet-blog,36,0,0,0,0
2023-06-27,yandex,cpc,prof-professions-retarget,32,669,0,0,0
2023-06-27,yandex,cpc,dod-professions,27,0,0,0,0
2023-06-27,vk-senler,cpc,freemium,24,0,0,0,0
2023-06-27,telegram,cpp,base-python,23,0,0,0,0
2023-06-27,vk,cpc,prof-python,16,4676,0,0,0
2023-06-27,yandex,cpc,dod-frontend,13,0,0,0,0
2023-06-27,vk,cpc,freemium-frontend,12,2538,0,0,0
2023-06-27,telegram,cpp,base-java,11,0,0,0,0
2023-06-27,telegram,cpp,base-frontend,10,0,0,0,0
2023-06-27,vk,cpc,prof-java,10,5394,0,0,0
2023-06-27,yandex,cpc,dod-python-java,10,0,0,0,0
2023-06-27,vk,cpc,base-python,9,2410,0,0,0
2023-06-27,yandex,cpc,dod-java,9,0,0,0,0
2023-06-27,vk,cpc,freemium-python,8,2015,0,0,0
2023-06-27,vk,cpc,prof-frontend,6,6660,0,0,0
2023-06-27,yandex,cpc,dod-qa,5,0,0,0,0
2023-06-27,facebook,social,hexlet-blog,4,0,0,0,0
2023-06-27,yandex.com,organic,,4,0,0,0,0
2023-06-27,twitter,social,hexlet-blog,3,0,0,0,0
2023-06-27,vk,social,all-courses,3,0,0,0,0
2023-06-27,yandex,cpc,dod-php,3,0,0,0,0
2023-06-27,telegram,cpp,prof-java,2,0,0,0,0
2023-06-27,telegram,social,course_completed,2,0,0,0,0
2023-06-27,telegram,social,dod-professions,2,0,0,0,0
2023-06-27,vk,cpc,freemium-java,2,1523,0,0,0
2023-06-27,vk,social,general,2,0,0,0,0
2023-06-27,vk,social,prof-python,2,0,0,0,0
2023-06-27,yandex,cpc,base-professions-retarget,2,0,0,0,0
2023-06-27,Yandex,cpc,"73043444",1,0,0,0,0
2023-06-27,admitad,cpc,"183258",1,0,0,0,0
2023-06-27,dzen,social,dzen_post,1,0,0,0,0
2023-06-27,instagram,social,hexlet-blog,1,0,0,0,0
2023-06-27,partners,cpm,prof-data-analytics,1,0,0,0,0
2023-06-27,partners,cpm,prof-qa,1,0,0,0,0
2023-06-27,telegram,cpp,dod-frontend,1,0,0,0,0
2023-06-27,telegram,cpp,prof-frontend,1,0,0,0,0
2023-06-27,telegram,cpp,prof-python,1,0,0,0,0
2023-06-27,telegram,social,"20-sovetov-dlya-buduschih-programmistov--ko",1,0,0,0,0
2023-06-27,telegram,social,all-courses,1,0,0,0,0
2023-06-27,telegram,social,promo,1,0,0,0,0
2023-06-27,twitter,social,analitik-dannyh,1,0,0,0,0
2023-06-27,twitter,social,course_completed,1,0,0,0,0
2023-06-27,twitter,social,promo,1,0,0,0,0
2023-06-27,vk,cpc,prof-data-analytics,1,762,0,0,0
2023-06-27,vk,cpc,yaintern,1,0,0,0,0
2023-06-27,vk,cpp,base-frontend,1,0,0,0,0
2023-06-27,vk,cpp,base-java,1,0,0,0,0
2023-06-27,vk,social,base-frontend,1,0,0,0,0
2023-06-27,vk,social,base-python,1,0,0,0,0
2023-06-27,vk,social,dod-professions,1,0,0,0,0
2023-06-27,vk,social,hexlet-blog,1,0,0,0,0
2023-06-27,vk-group,cpc,dod-qa,1,0,0,0,0
2023-06-27,vk-senler,cpc,dod-frontend,1,0,0,0,0
2023-06-27,yandex-direct,cpc,"26980930",1,0,0,0,0
2023-06-27,zen,social,blog,1,0,0,0,0
2023-06-28,google,organic,,5701,0,0,0,0
2023-06-28,organic,organic,,1797,0,0,0,0
2023-06-28,yandex,cpc,freemium,239,15892,0,0,0
2023-06-28,yandex,cpc,prof-python,186,44881,0,0,0
2023-06-28,yandex,cpc,prof-frontend,139,65708,0,0,0
2023-06-28,yandex,cpc,prof-java,112,29048,0,0,0
2023-06-28,admitad,cpa,admitad,100,0,0,0,0
2023-06-28,yandex,cpc,base-python,60,9590,0,0,0
2023-06-28,yandex,cpc,base-java,47,10709,0,0,0
2023-06-28,bing.com,organic,,44,0,0,0,0
2023-06-28,yandex,cpc,base-frontend,43,0,0,0,0
2023-06-28,telegram,cpp,base-python,37,0,0,0,0
2023-06-28,yandex,cpc,prof-professions-brand,34,4791,0,0,0
2023-06-28,yandex,cpc,prof-data-analytics,27,6179,0,0,0
2023-06-28,yandex,cpc,prof-professions-retarget,27,1415,0,0,0
2023-06-28,telegram,social,hexlet-blog,23,0,0,0,0
2023-06-28,yandex,cpc,dod-frontend,19,0,0,0,0
2023-06-28,vk,cpc,freemium-frontend,17,2538,0,0,0
2023-06-28,telegram,cpp,base-java,16,0,0,0,0
2023-06-28,telegram,cpp,prof-python,16,0,0,0,0
2023-06-28,vk,cpc,prof-python,16,4318,0,0,0
2023-06-28,vk-senler,cpc,freemium,14,0,0,0,0
2023-06-28,yandex,cpc,dod-professions,11,0,0,0,0
2023-06-28,vk,cpc,base-python,9,2706,0,0,0
2023-06-28,vk,cpc,prof-java,9,5757,0,0,0
2023-06-28,yandex,cpc,dod-python-java,9,0,0,0,0
2023-06-28,vk,cpc,freemium-python,8,1954,1,0,0
2023-06-28,yandex,cpc,dod-qa,8,2239,0,0,0
2023-06-28,vk,cpc,prof-frontend,6,6628,0,0,0
2023-06-28,yandex,cpc,base-professions-retarget,6,0,0,0,0
2023-06-28,facebook,social,hexlet-blog,5,0,0,0,0
2023-06-28,telegram,cpp,base-frontend,5,0,0,0,0
2023-06-28,vk,cpc,freemium-java,5,1521,0,0,0
2023-06-28,vk,cpp,base-java,5,0,0,0,0
2023-06-28,yandex,cpc,dod-java,5,0,0,0,0
2023-06-28,vk,social,all-courses,4,0,0,0,0
2023-06-28,vk,social,hexlet-blog,3,0,0,0,0
2023-06-28,vk,social,prof-python,3,0,0,0,0
2023-06-28,yandex,cpc,dod-php,3,0,0,0,0
2023-06-28,telegram,cpp,prof-java,2,0,0,0,0
2023-06-28,telegram,social,course_completed,2,0,0,0,0
2023-06-28,twitter,social,promo,2,0,0,0,0
2023-06-28,vk,cpc,prof-data-analytics,2,381,0,0,0
2023-06-28,Yandex,cpc,"67469241",1,0,0,0,0
2023-06-28,admitad,cpc,"183258",1,0,0,0,0
2023-06-28,instagram,social,hexlet-blog,1,0,0,0,0
2023-06-28,instagram,social,prof-java,1,0,0,0,0
2023-06-28,mytarget,cpc,freemium,1,0,0,0,0
2023-06-28,mytarget,cpc,retarget,1,0,0,0,0
2023-06-28,partners,cpm,prof-data-analytics,1,0,0,0,0
2023-06-28,telegram,cpm,base,1,0,0,0,0
2023-06-28,telegram,cpp,prof-frontend,1,0,0,0,0
2023-06-28,telegram,social,dod-professions,1,0,0,0,0
2023-06-28,telegram,social,promo,1,0,0,0,0
2023-06-28,telegram.me,social,kakoy-yazyk-programmirovaniya-vybrat-dlya,1,0,0,0,0
